Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;User events
-0.044708251953125;96.1121447573402;-1.5618896484375E-05;2;706;0.00363240365870297;-0.000430649667978287;1 mA;
-0.04974365234375;96.2128527570859;-1.68304443359375E-05;2;707;0.00363240365870297;-0.000430649667978287;1 mA;
-0.054779052734375;96.3135607568316;-1.79473876953125E-05;2;708;0.00363240365870297;-0.000430649667978287;1 mA;
-0.059814453125;96.4142687565774;-1.90216064453125E-05;2;709;0.00363240365870297;-0.000430649667978287;1 mA;
-0.064849853515625;96.5149767563231;-2.0001220703125E-05;2;710;0.00363240365870297;-0.000430649667978287;1 mA;
-0.06988525390625;96.6156847560688;-2.09381103515625E-05;2;711;0.00363240365870297;-0.000430649667978287;1 mA;
-0.074920654296875;96.7163927558146;-2.17132568359375E-05;2;712;0.00363240365870297;-0.000430649667978287;1 mA;
-0.0799560546875;96.8171007555603;-2.2216796875E-05;2;713;0.00363240365870297;-0.000430649667978287;1 mA;
-0.084991455078125;96.9178087553061;-2.24517822265625E-05;2;714;0.00363240365870297;-0.000430649667978287;1 mA;
-0.09002685546875;97.0185167550518;-2.20916748046875E-05;2;715;0.00363240365870297;-0.000430649667978287;1 mA;
-0.095062255859375;97.1192247547975;-2.119140625E-05;2;716;0.00363240365870297;-0.000430649667978287;1 mA;
-0.10009765625;97.2199327545433;-1.9573974609375E-05;2;717;0.00363240365870297;-0.000430649667978287;1 mA;
-0.105133056640625;97.320640754289;-1.66107177734375E-05;2;718;0.00363240365870297;-0.000430649667978287;1 mA;
-0.11016845703125;97.4213487540347;-1.25640869140625E-05;2;719;0.00363240365870297;-0.000430649667978287;1 mA;
-0.115203857421875;97.5220567537805;-6.549072265625E-06;2;720;0.00363240365870297;-0.000430649667978287;1 mA;
-0.1202392578125;97.6227647535262;1.7730712890625E-06;2;721;0.00363240365870297;-0.000430649667978287;1 mA;
-0.125274658203125;97.7234727532719;1.31500244140625E-05;2;722;0.00363240365870297;-0.000430649667978287;1 mA;
-0.13031005859375;97.8241807530177;2.87628173828125E-05;2;723;0.00363240365870297;-0.000430649667978287;1 mA;
-0.135345458984375;97.9248887527634;4.9530029296875E-05;2;724;0.00363240365870297;-0.000430649667978287;1 mA;
-0.140380859375;98.0255967525092;7.7545166015625E-05;2;725;0.00363240365870297;-0.000430649667978287;1 mA;
-0.145416259765625;98.1263047522549;0.00011566162109375;2;726;0.00363240365870297;-0.000430649667978287;1 mA;
-0.15045166015625;98.2270127520006;0.000167999267578125;2;727;0.00363240365870297;-0.000430649667978287;1 mA;
-0.155487060546875;98.3277207517464;0.00023846435546875;2;728;0.00363240365870297;-0.000430649667978287;1 mA;
-0.1605224609375;98.4284287514921;0.000317626953125;2;729;0.00363240365870297;-0.000430649667978287;1 mA;
-0.165557861328125;98.5291367512378;0.000393157958984375;2;730;0.00363240365870297;-0.000430649667978287;1 mA;
-0.17059326171875;98.6298447509836;0.0004559326171875;2;731;0.00363240365870297;-0.000430649667978287;1 mA;
-0.175628662109375;98.7305527507293;0.00050048828125;2;732;0.00363240365870297;-0.000430649667978287;1 mA;
-0.1806640625;98.8312607504751;0.00053466796875;2;733;0.00363240365870297;-0.000430649667978287;1 mA;
-0.185699462890625;98.9319687502208;0.0005596923828125;2;734;0.00363240365870297;-0.000430649667978287;1 mA;
-0.19073486328125;99.0326767499665;0.0005694580078125;2;735;0.00363240365870297;-0.000430649667978287;1 mA;
-0.195770263671875;99.1333847497123;0.0005615234375;2;736;0.00363240365870297;-0.000430649667978287;1 mA;
-0.2008056640625;99.234092749458;0.00053680419921875;2;737;0.00363240365870297;-0.000430649667978287;1 mA;
-0.205841064453125;99.3348007492037;0.000499267578125;2;738;0.00363240365870297;-0.000430649667978287;1 mA;
-0.21087646484375;99.4355087489495;0.000455230712890625;2;739;0.00363240365870297;-0.000430649667978287;1 mA;
-0.215911865234375;99.5362167486952;0.00040985107421875;2;740;0.00363240365870297;-0.000430649667978287;1 mA;
-0.220947265625;99.6369247484409;0.000366546630859375;2;741;0.00363240365870297;-0.000430649667978287;1 mA;
-0.225982666015625;99.7376327481867;0.00032684326171875;2;742;0.00363240365870297;-0.000430649667978287;1 mA;
-0.23101806640625;99.8383407479324;0.000291656494140625;2;743;0.00363240365870297;-0.000430649667978287;1 mA;
-0.236053466796875;99.9390487476782;0.00026055908203125;2;744;0.00363240365870297;-0.000430649667978287;1 mA;
-0.2410888671875;100.039756747424;0.000233306884765625;2;745;0.00363240365870297;-0.000430649667978287;1 mA;
-0.246124267578125;100.14046474717;0.000209503173828125;2;746;0.00363240365870297;-0.000430649667978287;1 mA;
-0.25115966796875;100.241172746915;0.000188568115234375;2;747;0.00363240365870297;-0.000430649667978287;1 mA;
-0.256195068359375;100.341880746661;0.000170135498046875;2;748;0.00363240365870297;-0.000430649667978287;1 mA;
-0.26123046875;100.442588746407;0.00015386962890625;2;749;0.00363240365870297;-0.000430649667978287;1 mA;
-0.266265869140625;100.543296746153;0.00013909912109375;2;750;0.00363240365870297;-0.000430649667978287;1 mA;
